iter	Passed	Remaining
454	11536	115236
455	11561	115209
456	11586	115179
457	11611	115155
458	11636	115119
459	11659	115078
460	11686	115067
461	11710	115029
462	11735	114993
463	11747	114839
464	11772	114813
465	11796	114775
466	11824	114772
467	11847	114729
468	11871	114692
469	11897	114667
470	11924	114666
471	11949	114632
472	11974	114601
473	12000	114590
474	12028	114582
475	12054	114567
476	12080	114549
477	12106	114534
478	12131	114503
479	12155	114465
480	12181	114448
481	12209	114447
482	12235	114422
483	12260	114393
484	12284	114363
485	12309	114332
486	12335	114314
487	12358	114268
488	12383	114235
489	12408	114210
490	12434	114185
491	12458	114150
492	12482	114117
493	12507	114082
494	12531	114046
495	12555	114009
496	12581	113988
497	12604	113948
498	12628	113913
499	12652	113869
500	12677	113844
501	12701	113811
502	12727	113787
503	12750	113740
504	12775	113715
505	12799	113679
506	12824	113652
507	12850	113627
508	12876	113612
509	12901	113587
510	12926	113557
511	12953	113549
512	12978	113514
513	13005	113503
514	13030	113477
515	13054	113445
516	13078	113405
517	13105	113399
518	13130	113371
519	13156	113346
520	13180	113312
521	13206	113294
522	13232	113269
523	13258	113251
524	13283	113227
525	13306	113185
526	13332	113164
527	13358	113145
528	13384	113119
529	13408	113085
530	13434	113067
531	13460	113045
532	13485	113021
533	13509	112984
534	13533	112950
535	13558	112917
536	13582	112885
537	13609	112869
538	13633	112840
539	13658	112809
540	13683	112781
541	13697	112664
542	13722	112633
543	13747	112609
544	13772	112579
545	13796	112548
546	13821	112515
547	13845	112480
548	13869	112450
549	13896	112436
550	13923	112423
551	13950	112410
552	13974	112375
553	13999	112348
554	14022	112304
555	14049	112295
556	14076	112283
557	14100	112248
558	14124	112216
559	14149	112185
560	14173	112147
561	14200	112138
562	14226	112120
563	14251	112092
564	14275	112058
565	14299	112024
566	14326	112006
567	14350	111977
568	14375	111944
569	14399	111914
570	14426	111896
571	14451	111872
572	14476	111848
573	14501	111817
574	14526	111787
575	14549	111750
576	14574	111718
577	14599	111690
578	14622	111648
579	14647	111622
580	14670	111585
581	14695	111556
582	14719	111517
583	14745	111503
584	14771	111483
585	14796	111452
586	14821	111425
587	14845	111394
588	14869	111359
589	14894	111330
590	14919	111305
591	14944	111272
592	14969	111251
593	14994	111224
594	15018	111190
595	15043	111160
596	15069	111143
597	15094	111114
598	15120	111092
599	15146	111074
600	15173	111061
601	15199	111042
602	15224	111013
603	15248	110980
604	15274	110959
605	15297	110919
606	15321	110884
607	15346	110861
608	15374	110850
609	15398	110820
610	15424	110801
611	15450	110781
612	15476	110758
613	15502	110738
614	15527	110711
615	15554	110699
616	15578	110668
617	15603	110640
618	15630	110623
619	15656	110603
620	15679	110565
621	15703	110531
622	15727	110498
623	15752	110469
624	15777	110440
625	15802	110415
626	15827	110387
627	15854	110373
628	15878	110338
629	15903	110313
630	15928	110284
631	15952	110256
632	15978	110230
633	16001	110196
634	16025	110158
635	16049	110126
636	16073	110093
637	16098	110065
638	16123	110036
639	16148	110010
640	16172	109978
641	16199	109967
642	16223	109929
643	16251	109926
644	16276	109898
645	16301	109869
646	16327	109853
647	16353	109834
648	16379	109807
649	16404	109782
650	16429	109755
651	16455	109735
652	16481	109713
653	16504	109674
654	16530	109655
655	16554	109619
656	16582	109619
657	16610	109606
658	16635	109583
659	16662	109565
660	16686	109538
661	16712	109516
662	16737	109485
663	16763	109465
664	16789	109445
665	16813	109414
666	16841	109408
667	16865	109375
668	16891	109355
669	16917	109331
670	16943	109312
671	16968	109286
672	16993	109255
673	17020	109241
674	17043	109207
675	17068	109178
676	17094	109156
677	17118	109125
678	17144	109102
679	17169	109074
680	17193	109043
681	17217	109013
682	17242	108982
683	17267	108959
684	17290	108920
685	17316	108899
686	17343	108880
687	17367	108846
688	17391	108817
689	17416	108788
690	17443	108776
691	17469	108753
692	17494	108729
693	17521	108713
694	17546	108689
695	17572	108665
696	17597	108637
697	17622	108615
698	17648	108595
699	17673	108563
700	17696	108525
701	17721	108497
702	17745	108465
703	17769	108435
704	17802	108455
705	17826	108425
706	17851	108398
707	17876	108372
708	17901	108341
709	17924	108307
710	17948	108272
711	17971	108233
712	17996	108208
713	18021	108176
714	18044	108141
715	18068	108109
716	18093	108084
717	18118	108057
718	18143	108030
719	18169	108009
720	18194	107983
721	18219	107953
722	18243	107920
723	18268	107895
724	18293	107870
725	18317	107835
726	18344	107820
727	18368	107790
728	18392	107759
729	18418	107737
730	18443	107709
731	18468	107683
732	18492	107650
733	18517	107622
734	18541	107590
735	18567	107568
736	18592	107544
737	18616	107514
738	18642	107488
739	18668	107471
740	18694	107446
741	18719	107423
742	18745	107402
743	18771	107382
744	18795	107351
745	18821	107329
746	18847	107307
747	18872	107278
748	18898	107259
749	18922	107226
750	18949	107209
751	18973	107180
752	19000	107162
753	19024	107133
754	19051	107115
755	19077	107093
756	19100	107059
757	19127	107043
758	19154	107029
759	19179	107003
760	19204	106974
761	19228	106941
762	19252	106911
763	19276	106879
764	19300	106846
765	19326	106825
766	19351	106801
767	19375	106769
768	19400	106738
769	19424	106708
770	19448	106677
771	19474	106657
772	19498	106625
773	19523	106597
774	19550	106580
775	19574	106547
776	19601	106534
777	19627	106510
778	19650	106473
779	19675	106446
780	19699	106419
781	19726	106404
782	19752	106381
783	19777	106355
784	19804	106340
785	19831	106320
786	19859	106313
787	19884	106283
788	19909	106261
789	19935	106240
790	19962	106221
791	19967	106090
792	19991	106060
793	20015	106028
794	20041	106006
795	20066	105980
796	20091	105951
797	20116	105926
798	20143	105912
799	20169	105888
800	20196	105874
801	20221	105848
802	20246	105821
803	20271	105794
804	20296	105769
805	20321	105740
806	20347	105721
807	20374	105703
808	20397	105670
809	20423	105649
810	20449	105625
811	20453	105491
812	20478	105463
813	20502	105434
814	20527	105410
815	20542	105328
816	20566	105299
817	20592	105276
818	20616	105245
819	20640	105214
820	20665	105190
821	20692	105172
822	20719	105159
823	20744	105132
824	20770	105110
825	20796	105089
826	20821	105061
827	20846	105037
828	20870	105009
829	20894	104977
830	20919	104952
831	20946	104932
832	20972	104912
833	20999	104898
834	21024	104870
835	21049	104844
836	21074	104817
837	21098	104789
838	21125	104769
839	21152	104753
840	21177	104728
841	21203	104707
842	21229	104685
843	21254	104662
844	21278	104630
845	21304	104610
846	21331	104593
847	21355	104563
848	21380	104537
849	21407	104519
850	21432	104492
851	21456	104463
852	21481	104437
853	21507	104415
854	21531	104382
855	21555	104352
856	21581	104333
857	21605	104300
858	21631	104279
859	21658	104261
860	21684	104242
861	21709	104215
862	21734	104191
863	21758	104157
864	21781	104124
865	21807	104101
866	21833	104080
867	21859	104057
868	21885	104036
869	21909	104006
870	21933	103976
871	21957	103947
872	21983	103925
873	22009	103903
874	22033	103870
875	22060	103855
876	22086	103833
877	22110	103803
878	22135	103777
879	22159	103747
880	22186	103728
881	22211	103702
882	22234	103670
883	22261	103651
884	22286	103624
885	22312	103606
886	22337	103580
887	22364	103561
888	22388	103531
889	22413	103506
890	22439	103483
891	22464	103459
892	22491	103440
893	22516	103414
894	22541	103387
895	22567	103369
896	22592	103342
897	22616	103310
898	22644	103298
899	22667	103264
900	22692	103235
901	22718	103217
902	22743	103191
903	22768	103162
904	22792	103133
905	22819	103116
906	22844	103088
907	22869	103062
908	22894	103038
909	22919	103010
910	22944	102986
911	22970	102964
912	22997	102948
913	23022	102920
914	23046	102892
915	23072	102871
916	23097	102842
917	23123	102822
918	23148	102794
919	23172	102766
920	23198	102742
921	23222	102714
922	23246	102683
923	23271	102655
924	23296	102630
925	23322	102611
926	23348	102587
927	23373	102562
928	23400	102544
929	23426	102521
930	23451	102497
931	23478	102480
932	23503	102452
933	23528	102427
934	23555	102411
935	23580	102383
936	23607	102366
937	23631	102337
938	23656	102308
939	23681	102285
940	23707	102262
941	23732	102234
942	23758	102213
943	23784	102193
944	23810	102169
945	23833	102138
946	23860	102120
947	23884	102087
948	23909	102060
949	23934	102038
950	23960	102013
951	23987	101998
952	24011	101967
953	24036	101938
954	24060	101910
955	24086	101887
956	24110	101858
957	24137	101839
958	24161	101812
959	24188	101793
960	24213	101766
961	24239	101744
962	24264	101720
963	24290	101698
964	24315	101669
965	24340	101646
966	24366	101623
967	24391	101597
968	24416	101572
969	24441	101546
970	24466	101519
971	24491	101492
972	24516	101466
973	24542	101445
974	24566	101416
975	24591	101390
976	24618	101371
977	24645	101353
978	24670	101327
979	24694	101299
980	24719	101271
981	24745	101251
982	24771	101227
983	24798	101208
984	24822	101181
985	24850	101164
986	24874	101135
987	24900	101112
988	24924	101086
989	24949	101057
990	24973	101028
991	25000	101008
992	25024	100981
993	25050	100957
994	25076	100935
995	25102	100913
996	25127	100888
997	25152	100861
998	25176	100830
999	25200	100803
1000	25205	100696
1001	25233	100680
1002	25257	100654
1003	25284	100635
1004	25309	100610
1005	25334	100582
1006	25361	100563
1007	25385	100536
1008	25412	100514
1009	25435	100482
1010	25459	100454
1011	25484	100428
1012	25509	100399
1013	25533	100372
1014	25560	100353
1015	25583	100320
1016	25608	100291
1017	25633	100266
1018	25657	100239
1019	25681	100210
1020	25705	100179
1021	25732	100159
1022	25756	100131
1023	25781	100106
1024	25806	100077
1025	25830	100050
1026	25855	100024
1027	25881	100001
1028	25905	99971
1029	25930	99945
1030	25956	99924
1031	25980	99893
1032	25993	99821
1033	26006	99751
1034	26031	99726
1035	26058	99706
1036	26083	99680
1037	26109	99658
1038	26133	99627
1039	26159	99606
1040	26183	99576
1041	26209	99556
1042	26233	99525
1043	26257	99498
1044	26282	99472
1045	26308	99449
1046	26334	99428
1047	26361	99407
1048	26385	99381
1049	26410	99355
1050	26436	99330
1051	26460	99301
1052	26483	99270
1053	26508	99244
1054	26534	99219
1055	26559	99195
1056	26582	99164
1057	26609	99143
1058	26636	99125
1059	26661	99100
1060	26687	99078
1061	26712	99054
1062	26726	98984
1063	26752	98962
1064	26777	98940
1065	26803	98916
1066	26829	98894
1067	26855	98872
1068	26879	98841
1069	26906	98825
1070	26932	98802
1071	26958	98780
1072	26984	98759
1073	27009	98732
1074	27033	98704
1075	27058	98679
1076	27083	98652
1077	27108	98627
1078	27134	98606
1079	27159	98577
1080	27184	98551
1081	27208	98524
1082	27234	98503
1083	27260	98478
1084	27285	98453
1085	27311	98432
1086	27335	98403
1087	27361	98381
1088	27386	98354
1089	27411	98330
1090	27435	98301
1091	27462	98280
1092	27484	98246
1093	27510	98221
1094	27534	98193
1095	27559	98168
1096	27584	98143
1097	27608	98113
1098	27633	98086
1099	27659	98064
1100	27683	98037
1101	27710	98019
1102	27735	97992
1103	27759	97963
1104	27785	97939
1105	27809	97912
1106	27835	97888
1107	27859	97861
1108	27885	97837
1109	27911	97815
1110	27936	97790
1111	27960	97760
1112	27984	97731
1113	28008	97701
1114	28034	97679
1115	28060	97658
1116	28086	97636
1117	28090	97536
1118	28116	97517
1119	28141	97488
1120	28164	97458
1121	28188	97430
1122	28213	97403
1123	28238	97377
1124	28262	97350
1125	28286	97320
1126	28289	97220
1127	28315	97196
1128	28341	97174
1129	28365	97145
1130	28389	97117
1131	28414	97090
1132	28437	97059
1133	28460	97027
1134	28484	96999
1135	28508	96968
1136	28532	96941
1137	28559	96920
1138	28584	96895
1139	28609	96869
1140	28633	96841
1141	28658	96818
1142	28684	96794
1143	28708	96766
1144	28734	96744
1145	28761	96723
1146	28784	96694
1147	28808	96664
1148	28834	96643
1149	28858	96613
1150	28883	96589
1151	28910	96569
1152	28936	96546
1153	28961	96520
1154	28985	96493
1155	29010	96466
1156	29035	96441
1157	29058	96408
1158	29085	96390
1159	29112	96373
1160	29138	96350
1161	29163	96324
1162	29189	96301
1163	29213	96273
1164	29239	96250
1165	29263	96222
1166	29286	96191
1167	29310	96161
1168	29335	96136
1169	29358	96105
1170	29383	96080
1171	29408	96055
1172	29435	96034
1173	29458	96003
1174	29483	95979
1175	29488	95886
1176	29512	95860
1177	29536	95831
1178	29561	95804
1179	29585	95777
1180	29611	95755
1181	29637	95732
1182	29662	95708
1183	29687	95682
1184	29711	95654
1185	29736	95627
1186	29761	95602
1187	29785	95573
1188	29811	95551
1189	29836	95527
1190	29861	95501
1191	29886	95474
1192	29912	95452
1193	29937	95430
1194	29962	95404
1195	29988	95381
1196	30014	95360
1197	30039	95333
1198	30063	95307
1199	30088	95278
1200	30112	95251
1201	30136	95223
1202	30160	95194
1203	30187	95174
1204	30211	95147
1205	30237	95126
1206	30261	95096
1207	30285	95067
1208	30309	95040
1209	30334	95015
1210	30358	94986
1211	30383	94960
1212	30407	94932
1213	30432	94906
1214	30458	94885
1215	30483	94861
1216	30508	94834
1217	30533	94808
1218	30547	94749
1219	30572	94724
1220	30597	94697
1221	30622	94674
1222	30647	94649
1223	30672	94625
1224	30698	94601
1225	30723	94576
1226	30748	94550
1227	30773	94526
1228	30799	94504
1229	30824	94477
1230	30847	94447
1231	30871	94417
1232	30896	94393
1233	30921	94367
1234	30929	94290
1235	30954	94265
1236	30981	94246
1237	31006	94221
1238	31031	94195
1239	31054	94166
1240	31081	94145
1241	31106	94121
1242	31131	94095
1243	31155	94068
1244	31179	94040
1245	31205	94016
1246	31231	93993
1247	31256	93970
1248	31282	93946
1249	31308	93924
1250	31331	93895
1251	31359	93876
1252	31385	93854
1253	31410	93829
1254	31433	93799
1255	31460	93780
1256	31486	93757
1257	31510	93728
1258	31535	93704
1259	31561	93681
1260	31584	93652
1261	31610	93627
1262	31634	93599
1263	31660	93579
1264	31686	93555
1265	31711	93530
1266	31735	93504
1267	31762	93482
1268	31787	93460
1269	31812	93432
1270	31836	93406
1271	31861	93379
1272	31888	93360
1273	31912	93331
1274	31938	93310
1275	31963	93285
1276	31988	93260
1277	32015	93239
1278	32040	93216
1279	32065	93190
1280	32089	93162
1281	32114	93137
1282	32138	93110
1283	32164	93086
1284	32190	93065
1285	32214	93036
1286	32238	93007
1287	32264	92985
1288	32291	92965
1289	32315	92939
1290	32340	92912
1291	32365	92888
1292	32392	92868
1293	32418	92845
1294	32443	92821
1295	32467	92793
1296	32491	92763
1297	32514	92735
1298	32538	92706
1299	32563	92679
1300	32588	92655
1301	32612	92626
1302	32637	92602
1303	32663	92579
1304	32688	92555
1305	32724	92560
1306	32747	92530
1307	32774	92509
1308	32799	92484
1309	32825	92461
1310	32851	92439
1311	32876	92416
1312	32899	92384
1313	32925	92360
1314	32949	92332
1315	32974	92307
1316	32998	92279
1317	33023	92254
1318	33049	92232
1319	33073	92205
1320	33099	92182
1321	33125	92159
1322	33150	92135
1323	33175	92108
1324	33198	92079
1325	33224	92057
1326	33249	92032
1327	33273	92004
1328	33297	91974
1329	33323	91952
1330	33349	91931
1331	33373	91902
1332	33397	91874
1333	33423	91852
1334	33448	91826
1335	33473	91801
1336	33498	91776
1337	33523	91750
1338	33547	91724
1339	33571	91695
1340	33594	91665
1341	33619	91638
1342	33642	91608
1343	33667	91583
1344	33691	91556
1345	33718	91535
1346	33743	91511
1347	33769	91487
1348	33793	91460
1349	33817	91433
1350	33844	91411
1351	33869	91387
1352	33893	91359
1353	33918	91335
1354	33945	91315
1355	33971	91293
1356	33997	91270
1357	34024	91250
1358	34051	91229
1359	34075	91202
1360	34099	91174
1361	34125	91151
1362	34150	91127
1363	34175	91100
1364	34198	91070
1365	34222	91042
1366	34248	91020
1367	34273	90995
1368	34297	90967
1369	34322	90940
1370	34346	90913
1371	34371	90887
1372	34394	90857
1373	34420	90834
1374	34445	90811
1375	34470	90784
1376	34496	90763
1377	34520	90736
1378	34546	90711
1379	34572	90689
1380	34597	90665
1381	34621	90638
1382	34648	90618
1383	34675	90596
1384	34699	90570
1385	34725	90546
1386	34750	90520
1387	34775	90495
1388	34799	90467
1389	34824	90444
1390	34849	90417
1391	34874	90391
1392	34898	90366
1393	34925	90346
1394	34951	90322
1395	34974	90293
1396	34979	90216
1397	35004	90190
1398	35030	90167
1399	35057	90146
1400	35081	90120
1401	35106	90094
1402	35130	90066
1403	35157	90047
1404	35180	90017
1405	35205	89991
1406	35230	89966
1407	35255	89942
1408	35281	89917
1409	35306	89894
1410	35331	89869
1411	35357	89846
1412	35381	89818
1413	35406	89792
1414	35433	89773
1415	35458	89747
1416	35481	89718
1417	35507	89696
1418	35534	89675
1419	35559	89650
1420	35584	89625
1421	35609	89599
1422	35636	89578
1423	35661	89555
1424	35686	89528
1425	35710	89502
1426	35734	89474
1427	35760	89451
1428	35763	89371
1429	35787	89344
1430	35814	89322
1431	35837	89293
1432	35862	89267
1433	35886	89241
1434	35913	89220
1435	35939	89197
1436	35964	89172
1437	35990	89149
1438	36015	89124
1439	36040	89100
1440	36066	89076
1441	36091	89052
1442	36121	89039
1443	36148	89018
1444	36176	89000
1445	36201	88977
1446	36227	88953
1447	36253	88932
1448	36281	88912
1449	36308	88893
1450	36334	88870
1451	36359	88845
1452	36385	88822
1453	36412	88802
1454	36437	88777
1455	36462	88752
1456	36488	88729
1457	36516	88710
1458	36544	88694
1459	36572	88675
1460	36598	88653
1461	36623	88628
1462	36650	88607
1463	36677	88587
1464	36704	88565
1465	36731	88546
1466	36757	88524
1467	36784	88503
1468	36810	88480
1469	36837	88459
1470	36863	88437
1471	36891	88418
1472	36919	88400
1473	36944	88376
1474	36972	88357
1475	36998	88335
1476	37025	88313
1477	37052	88294
1478	37079	88273
1479	37106	88253
1480	37134	88235
1481	37159	88210
1482	37185	88187
1483	37214	88170
1484	37241	88151
1485	37269	88132
1486	37294	88108
1487	37322	88089
1488	37349	88069
1489	37376	88047
1490	37402	88024
1491	37429	88003
1492	37457	87985
1493	37483	87963
1494	37510	87941
1495	37536	87918
1496	37562	87895
1497	37588	87873
1498	37614	87851
1499	37641	87829
1500	37668	87808
1501	37683	87760
1502	37710	87740
1503	37735	87715
1504	37763	87697
1505	37791	87677
1506	37817	87654
1507	37843	87631
1508	37869	87608
1509	37896	87589
1510	37924	87570
1511	37950	87546
1512	37977	87525
1513	38003	87504
1514	38032	87487
1515	38057	87462
1516	38081	87435
1517	38107	87411
1518	38134	87389
1519	38142	87327
1520	38167	87301
1521	38195	87283
1522	38221	87260
1523	38246	87234
1524	38275	87217
1525	38302	87196
1526	38329	87176
1527	38357	87158
1528	38383	87134
1529	38411	87116
1530	38440	87099
1531	38465	87075
1532	38493	87056
1533	38523	87042
1534	38549	87019
1535	38576	86998
1536	38603	86978
1537	38630	86956
1538	38658	86938
1539	38685	86916
1540	38710	86891
1541	38737	86869
1542	38763	86847
1543	38788	86822
1544	38815	86800
1545	38844	86783
1546	38869	86759
1547	38897	86740
1548	38923	86717
1549	38950	86695
1550	38977	86675
1551	39004	86654
1552	39032	86636
1553	39059	86613
1554	39086	86592
1555	39114	86574
1556	39139	86548
1557	39168	86533
1558	39197	86516
1559	39223	86492
1560	39248	86467
1561	39275	86446
1562	39304	86429
1563	39330	86406
1564	39356	86383
1565	39385	86366
1566	39414	86349
1567	39439	86324
1568	39468	86307
1569	39495	86286
1570	39521	86262
1571	39547	86238
1572	39573	86216
1573	39601	86197
1574	39626	86171
1575	39652	86147
1576	39678	86124
1577	39703	86099
1578	39729	86076
1579	39756	86055
1580	39782	86032
1581	39807	86006
1582	39833	85982
1583	39859	85959
1584	39885	85935
1585	39909	85907
1586	39935	85884
1587	39961	85861
1588	39988	85840
1589	40011	85811
1590	40036	85784
1591	40062	85762
1592	40090	85742
1593	40114	85715
1594	40139	85689
1595	40163	85660
1596	40187	85635
1597	40213	85610
1598	40239	85587
1599	40263	85559
1600	40289	85536
1601	40313	85508
1602	40337	85481
1603	40363	85458
1604	40388	85432
